BRANCH,BRANCH CODE,INV.NO,DATE,CUSTOMER NAME,CUSTOMER ID,ITEM NAME,ITEM CODE,Quantity,Free Qty,Unit,Price,Amount (CDF),Amount(USD),Sales Type
LIBERTE,KSL25INS,KSL25INS000743,03/01/2025,PHARMA,CASH CLIENT,BONNE NUIT (SILDENAFIL 100MG) B/7 ORAL JELLY,FG03623,7,0.0,PIECES,1.2,24276.0,8.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000743,03/01/2025,PHARMA,CASH CLIENT,START-90MG (ARTESUNATE) INJECTABLE B/ 1 KIT,FG03092,5,1.0,PIECES,2.5,36125.0,12.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000743,03/01/2025,PHARMA,CASH CLIENT,BANAFEN 100MG (IBUPROFEN) SUSPENSION FL/100ML,FG00409,5,0.0,PIECES,0.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,GANTS DEXAIMAIN N.STER B/100 MIDIUM (UNIQUE),FG04219,2,0.0,PIECES,3.3,19074.0,6.6,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,LUTHER DP DISPERSIBLE B/ 6 CES,FG01863,10,0.0,PIECES,3.3,95370.0,33.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,KETOFEN 100MG (KETOPROFENE) B/12 SUPPOS,FG01693,5,0.0,PIECES,2.5,36125.0,12.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,PERFAC 1G (PARACETAMOL) PERFUSION I.V.FL/100ML,FG02489,5,0.0,PIECES,1.25,18062.5,6.25,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,DICLOFENAC 75MG/3ML INJ. B/10AMP,FG03871,10,0.0,PIECES,0.6,17340.0,6.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,CEFINIQUE 400MG (CEFIXIME) DISP. B/10 CES,FG00620,4,0.0,PIECES,3.0,34680.0,12.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000744,03/01/2025,SANTE C EST LA,CASH CLIENT,BAUME DE NERFS 100GR,FG00433,6,0.0,PIECES,1.05,18182.72,6.29,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,VICRYL NO-2/0 PCS/1,FG03466,10,0.0,PIECES,0.61,17574.09,6.08,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,AMOXYCILLINE 1GR. INJ. 1 VIAL,FG03612,46,0.0,PIECES,0.17,22599.8,7.82,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,CEFTRIAXONE 1GR INJ. 1 VIAL,FG03638,40,0.0,PIECES,0.2,23131.56,8.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,KAPTOL SP 100ML (EXP.),FG01679,5,0.0,PIECES,1.08,15577.1,5.39,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,ONDACET 4MG (ONDASETRON) INJ. B/1 AMP+ SER.,FG02276,5,0.0,PIECES,0.6,8670.0,3.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,SAC COLLECTEUR DURINE ADULTE 2000ML,FG04490,10,0.0,PIECES,0.23,6647.0,2.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) INJ. B/10AMP,FG03602,10,0.0,PIECES,0.72,20808.0,7.2,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,CEFIXIME 200MG B/10CES,FG03634,20,0.0,PIECES,0.66,38148.0,13.2,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,SERINGUE 5CC B/1PCS (UNIQUE),FG02905,300,0.0,PIECES,0.03,26010.0,9.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,GANTCHIRURGICAX NO 7.5 PAIRE/1,FG01448,200,0.0,PIECES,0.16,92480.0,32.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000745,03/01/2025,MASINA MEDICAL,CASH CLIENT,UNISPAS (PHLOROGLUCINOL 150MG+TRIMÉTHYLP.150MG) B/10 SUPPO,FG06801,2,0.0,PIECES,3.0,17340.0,6.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,TETRACYCLINE 250MG B/10X10CAPS,FG04092,2,0.0,PIECES,1.25,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,VITAMINE B1 100MG B/10X10CES,FG04804,4,0.0,PIECES,0.74,8497.76,2.94,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,S.R.O. SACHETS**PCS/1 (UNIRAL),FG04079,30,0.0,PIECES,0.07,5635.5,1.95,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,PARACETAMOL-UNIQUE 500MG B/10X10CES,FG04065,3,0.0,PIECES,0.45,3901.5,1.35,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,CYPOMEX B/10X10CES,FG00914,2,0.0,PIECES,0.68,3930.4,1.36,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,DICLOFENAC 50MG B/10X10CES,FG03870,3,0.0,PIECES,0.15,1300.5,0.45,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,IBUMOL (IBU+PARA) SP 60ML,FG01618,5,0.0,PIECES,0.47,6855.08,2.37,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,NOCOLD POCH/4CES,FG04060,25,0.0,PIECES,0.08,5780.0,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,SECOURS (PAIN RELIEF) B/10CES,FG04082,10,0.0,PIECES,0.1,2890.0,1.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,PENICILLINE V.K. 250MG B/10 X 10CES,FG04773,1,0.0,PIECES,1.7,4913.0,1.7,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,METRONIDAZOLE 250MG B/10X10CES,FG04905,1,0.0,PIECES,0.55,1589.79,0.55,Cash Sales
LIBERTE,KSL25INS,KSL25INS000746,03/01/2025,HOPE PHARMA Q9,CASH CLIENT,DEXAMETHAZONE 10X10CES(LOCAL),FG01031,2,0.0,PIECES,0.2,1167.56,0.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000747,03/01/2025,SANTE POR TOUS,CASH CLIENT,SECOURS (PAIN RELIEF) B/10CES,FG04082,5,0.0,PIECES,0.1,1445.0,0.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000747,03/01/2025,SANTE POR TOUS,CASH CLIENT,BAND AID B/100PCS,FG00410,1,0.0,PIECES,0.5,1445.0,0.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000747,03/01/2025,SANTE POR TOUS,CASH CLIENT,GAZE HYDROPHILE ( 1 X 1 MTR) GF (UNIQUE),FG01464,1,0.0,PIECES,2.3,6647.0,2.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,CEFINIQUE 200MG (CEFIXIME) DISP. B/ 10 CES,FG00619,1,0.0,PIECES,2.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,PERFAC 500 (PARACETAMOL) B/10 CES EFF,FG06784,1,0.0,PIECES,0.9,2601.0,0.9,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,U-CEE 1000 (VIT.C) B/10 CES EFF,FG06780,1,0.0,PIECES,1.2,3468.0,1.2,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,LUTHER FORTE (ARTEME.+LUMEFA.) B/12 CES SIMPLE,FG01864,2,0.0,PIECES,3.0,17340.0,6.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,OUICEF-S 1.5MG (CEFOTAXIME+SULB) INJ B/1VIAL+EAU,FG02350,10,0.0,PIECES,1.0,28900.0,10.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,LYCOTONE (LYCOPENE+MULTIVI+MINER) SUSP.FL/ 100ML,FG01872,1,0.0,PIECES,1.5,4335.0,1.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,PERFAC 1000 (PARACETAMOL) B/10 CES EFF,FG06783,2,0.0,PIECES,1.2,6936.0,2.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,LUTHER JUNIOR DISPERSIBLE B/6 CES,FG01867,1,0.0,PIECES,2.0,5780.0,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,SECOURS (PAIN RELIEF) B/10CES,FG04082,10,0.0,PIECES,0.1,2890.0,1.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,HIFER-Z (ANTI-ANEMIC) SIROP 200ML,FG01590,1,0.0,PIECES,2.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000748,03/01/2025,COLOMBE,CASH CLIENT,UNICLAV ENFANT 562.5MG (AMOXICLAV) SUSP.60ML,FG03404,1,0.0,PIECES,3.5,10115.0,3.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,EFFERALGAN P SOL BUV FL/90ML (FR),FG01205,1,0.0,PIECES,1.54,4455.22,1.54,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,LUTHER DP DISPERSIBLE B/ 6 CES,FG01863,1,0.0,PIECES,3.3,9537.0,3.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,DELABACT CREME A TRIPLE ACTION TUBE/30G,FG07055,5,0.0,PIECES,0.28,4046.0,1.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,CLAMOXYL PDRE SUSP.BUVABLE 500MG,FG05388,1,0.0,PIECES,2.91,8409.61,2.91,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,CLAMOXYL 250MG/5ML SIROP 60ML,FG05475,1,0.0,PIECES,4.4,12716.0,4.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000749,03/01/2025,,CASH CLIENT,DOLIPRANE 1GR 8CES EFF (FR),FG01127,2,0.0,PIECES,1.34,7749.82,2.68,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,SPARADRA 2.5CM X 5CM PCS/1,FG03056,12,0.0,PIECES,0.26,9016.8,3.12,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) SIROP 100ML,FG03603,5,0.0,PIECES,0.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,CHLORAMPHENICOL 1GR. INJ. 1 VIAL,FG03644,5,0.0,PIECES,0.36,5202.0,1.8,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,TERPINE CODEINE PLS DE 10CES,FG03244,10,0.0,PIECES,0.4,11560.0,4.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,ONDACET 4MG (ONDASETRON) INJ. B/1 AMP+ SER.,FG02276,5,0.0,PIECES,0.6,8670.0,3.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000750,03/01/2025,BRUCE PHARMA,CASH CLIENT,TEST DE GROSSESSE 1 PCS,FG03248,100,0.0,PIECES,0.04,12138.0,4.2,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,LUTHER DP DISPERSIBLE B/ 6 CES,FG01863,5,0.0,PIECES,3.3,47685.0,16.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,LUTHER JUNIOR DISPERSIBLE B/6 CES,FG01867,5,0.0,PIECES,2.0,28900.0,10.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,OUICEF-S 1.5MG (CEFOTAXIME+SULB) INJ B/1VIAL+EAU,FG02350,5,0.0,PIECES,1.0,14450.0,5.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,OUICEF 1000MG (CEFOTAXIME) INJ. B/1 VIAL + EAU,FG02349,10,1.0,PIECES,0.8,23120.0,8.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,BAUME DE NERFS***** 80GR *****P.F,FG00434,5,0.0,PIECES,0.77,11112.05,3.85,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,S.R.O. SACHETS**PCS/1 (UNIRAL),FG04079,60,0.0,PIECES,0.07,11271.0,3.9,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,GANTS DEXAIMAIN N.STER B/100 MIDIUM (UNIQUE),FG04219,1,0.0,PIECES,3.3,9537.0,3.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,EPICRANIAN 23G BLUE PCS/10 PCS,FG01245,10,0.0,PIECES,0.3,8670.0,3.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,UNO-CID (SOULAG. RAPIDE DE L'ACIDITÉ ET GAS) B/10 SACHETS,FG07064,2,0.0,PIECES,0.75,4335.0,1.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,AMINOPHILLINE 250MG/10ML B/10AMP,FG04316,1,0.0,PIECES,0.35,1011.5,0.35,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,COMFREY ADULLT DIAPERS XL 10PC,FG00850,1,0.0,PIECES,7.1,20525.94,7.1,Cash Sales
LIBERTE,KSL25INS,KSL25INS000751,03/01/2025,ISAAC,CASH CLIENT,TRIXON-S-1500 MG (CEFTRI.+SULBAC) INJ. B/1 VIAL,FG03352,6,0.0,PIECES,1.8,31212.0,10.8,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,FRUSEMIDE B/10X10CES,FG04013,1,0.0,PIECES,0.3,877.4,0.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,UFLAM (PARA+IBU) B/10 X10 CES,FG04096,1,0.0,PIECES,1.35,3901.5,1.35,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,LINCONIC 500MG (LINCOMYCIN) B/10 CAP,FG04046,20,0.0,PIECES,0.4,23120.0,8.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,START-150MG (ARTESUNATE) INJECTABLE B/ 1 KIT,FG03086,5,1.0,PIECES,3.5,50575.0,17.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) B/30CES,FG04561,5,0.0,PIECES,0.33,4768.5,1.65,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,3 PLUS FORTE (VIT.B1+B6+B12) INJ. B/10AMP,FG03602,2,0.0,PIECES,0.72,4161.6,1.44,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,UNIGYNAX ( NEO.+POLY B.+NYSTA.) B/6 OVULE VAGINAL,FG06841,1,0.0,PIECES,1.8,5202.0,1.8,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,EAU DISTILLEE B/50 PCS,FG04632,1,0.0,PIECES,1.4,4046.0,1.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,NOCOLD SIROP 100ML,FG04763,2,0.0,PIECES,0.5,2890.0,1.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,NOCOLD INHALER 1 PC,FG04059,12,0.0,PIECES,0.18,6242.4,2.16,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,NOCOLD POCH/4CES,FG04060,25,0.0,PIECES,0.08,5780.0,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PENICILLINE V.K. 250MG B/10 X 10CES,FG04773,2,0.0,PIECES,1.7,9826.0,3.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PENI V.K.125MG POUDRE POUR SUSP.60ML,FG04067,2,0.0,PIECES,0.45,2601.0,0.9,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PROCAINE PENICILLINE 4MEGA INJ. 1 VIAL,FG04071,7,0.0,PIECES,0.24,4855.2,1.68,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,HIFER (FER+ACIDE FOLIC) B/ 3X10 CES,FG01587,1,0.0,PIECES,1.3,3757.0,1.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,VITAMINE B COMPLEX SP (PHATKIN),FG03488,10,0.0,PIECES,0.23,6580.53,2.28,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,SUPER MANGER (CYPROHEPTADINE) 2MG/5ML SIROP 100ML,FG07109,3,0.0,PIECES,0.45,3901.5,1.35,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,AMOXYCILLINE 1GR. INJ. 1 VIAL,FG03612,20,0.0,PIECES,0.17,9826.0,3.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,IBUNIQUE FORTE (PARA+IBU+CAF) B/10X10 CAPS,FG06906,1,0.0,PIECES,1.45,4190.5,1.45,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,MUCOCLER ADULT (AMBROXOL) SIROP FL/150ML,FG02088,1,0.0,PIECES,2.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,DOXYCILLINE 100MG B/10X10CAPS,FG03874,1,0.0,PIECES,1.34,3870.0,1.34,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,CIPROFLOXACINE 500MG PLS/10CES***,FG03649,10,0.0,PIECES,0.2,5782.89,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,MUCOCLER ENFANT (AMBROXOL) SIROP FL/150ML,FG02089,1,0.0,PIECES,2.0,5780.0,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,ACTM 80 MG/480 MG ADULT B/ 6 CES,FG03607,4,0.0,PIECES,0.65,7514.0,2.6,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,ACTM 20 MG/120 MG DISP. B/12 CES,FG04567,5,0.0,PIECES,0.4,5780.0,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PARA PLUS C SP 100ML,FG02430,1,0.0,PIECES,0.45,1287.49,0.45,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,CEFOTAXIM 1GR. INJ. 1 VIAL,FG03636,10,0.0,PIECES,0.19,5491.0,1.9,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,CEFTRIAXONE 1GR INJ. 1 VIAL,FG03638,20,0.0,PIECES,0.2,11565.78,4.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,ANTITOUX (STOPTOUX) SP 100ML,FG00209,3,0.0,PIECES,0.42,3599.78,1.25,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,METRONIDAZOLE 100 ML SIROP (PHATKIN),FG02023,3,0.0,PIECES,0.27,2348.7,0.81,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,S.A.T. 1500IU/0.75ML (ANTI-TETANUES) INJ. B/10AMP,FG04078,1,0.0,PIECES,7.0,20230.0,7.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PERFAC 750MG (PARACETAMOL) I.M/I.V INJ. B/5AMP,FG04070,3,0.0,PIECES,0.46,3988.2,1.38,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,QUININE 250MG 10CES PL (PK),FG02682,5,0.0,PIECES,0.66,9593.36,3.32,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,UNIMOL (PARA.+DIC.+CAF.) B/10 CES,FG04099,9,0.0,PIECES,0.17,4291.65,1.49,Cash Sales
LIBERTE,KSL25INS,KSL25INS000752,03/01/2025,CUMORAH-2,CASH CLIENT,PROMETHAZINE EXP SP 100 ML(PHATKIN),FG02634,1,0.0,PIECES,0.24,686.66,0.24,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,HIFER (FER+ACIDE FOLIC) B/ 3X10 CES,FG01587,1,0.0,PIECES,1.3,3757.0,1.3,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,STERIPLAIE 5GR. POUDRE,FG03095,1,0.0,PIECES,0.24,699.38,0.24,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,ACIDE FOLIC 10X10CES,FG04312,1,0.0,PIECES,0.17,491.3,0.17,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,HIFER-Z (ANTI-ANEMIC) SIROP 200ML,FG01590,1,0.0,PIECES,2.5,7225.0,2.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,QUININE SP 100ML (PK),FG02690,2,0.0,PIECES,0.85,4892.19,1.69,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,QUININE 250MG 10CES PL (PK),FG02682,2,0.0,PIECES,0.66,3837.34,1.33,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,PENICILLINE V.K. 250MG B/10 X 10CES,FG04773,1,0.0,PIECES,1.7,4913.0,1.7,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,QUININE 500MG PL/10CES (PK),FG02685,1,0.0,PIECES,1.18,3422.63,1.18,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,QUININE 300MG 10CES PL (PK),FG02683,2,0.0,PIECES,0.7,4048.31,1.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,AMOXYCILLINE 250MG B/10X10CAPS,FG03613,1,0.0,PIECES,1.6,4624.0,1.6,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,AMOXYCILLINE 250MG SIROP ([PHATKIN),FG00177,2,0.0,PIECES,0.25,1431.13,0.5,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,DICLIQUE (DICLO.+PARA.) B/10X10CES,FG03868,2,0.0,PIECES,0.4,2312.0,0.8,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,DEXAMETHAZONE 10X10CES(LOCAL),FG01031,2,0.0,PIECES,0.2,1167.56,0.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,ATROPINE 0.5MG/ML INJ. B/10 AMP,FG03622,1,0.0,PIECES,0.4,1156.0,0.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,EAU DISTILLEE B/50 PCS,FG04632,1,0.0,PIECES,1.4,4046.0,1.4,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,AMOXYCILLINE 1GR. INJ. 1 VIAL,FG03612,10,0.0,PIECES,0.17,4913.0,1.7,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,CEFTRIAXONE 1GR INJ. 1 VIAL,FG03638,10,0.0,PIECES,0.2,5782.89,2.0,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,VITAMINE B1 100MG B/10X10CES,FG04804,2,0.0,PIECES,0.74,4248.88,1.47,Cash Sales
LIBERTE,KSL25INS,KSL25INS000753,03/01/2025,SANTE POR TOUS,CASH CLIENT,CHLORAMPHENICOL 0.5% COLLYRE 10ML,FG04611,2,0.0,PIECES,0.15,867.0,0.3,Cash Sales
